MUNICIPIO,Latitud,Longitud
MARIPI,5.5495156,-74.0046921
PIAMONTE,1.1185119,-76.3265519
TULUA,4.0856667,-76.1972779
CHITARAQUE,6.0279763,-73.4469335
SANTA CATALINA,10.6523887,-75.2698898239459
EL COPEY,10.1492075,-73.9611708
DUITAMA,5.8277055,-73.0338939
NEIVA,3.03325535,-75.2794302828603
VIGIA DEL FUERTE,6.5036495,-76.67832501995036
INIRIDA,3.8650368,-67.9259848
PUERRES,0.79961565,-77.25644692076256
ARJONA,10.2534632,-75.3427213
LA PAZ,6.2351339,-73.62064047105758
ULLOA,4.7036572,-75.7379416
JUAN DE ACOSTA,10.82610745,-75.08675616759825
BELLO,6.334997,-75.5582665
HONDA,5.210419,-74.7361921
LIBANO,6.5912177,-73.6423323
TOCA,5.5771231,-73.16845002049493
CERTEGUI,5.3719043,-76.6085751
COLOMBIA,4.099917,-72.9088133
HOBO,2.5654554000000003,-75.44577481740046
RETIRO,10.2501182,-75.4186341
CONDOTO,5.09567995,-76.51148371740939
QUINCHIA,5.32571885,-75.70859209924882
ARAUQUITA,6.7915761,-71.30011620944455
COLON,4.7432466,-75.0732611
SANTANDER DE QUILICHAO,3.0075752,-76.4856531
ALGARROBO,10.22268125,-74.120518108874
ARIGUANI,9.8005467,-74.05995463102235
SABOYA,5.6975265,-73.7656779
DISTRACCION,10.911855599999999,-72.9451253818429
MAJAGUAL,8.5416242,-74.6284175
PUERTO NARINO,-3.57536685,-70.46672619620746
MONTENEGRO,4.5664176,-75.7507081
SANTA HELENA DEL OPON,6.3387975,-73.616366
CIENEGA,5.38862195,-73.2780402877506
CALIMA,3.9318186,-76.4842408
SAN JUAN NEPOMUCENO,9.9254725,-75.0117976
CUCAITA,5.52521765,-73.44812666655619
CURITI,6.61280515,-73.01687869333793
EL CHARCO,2.4798209,-78.110793
SAN JUAN DE BETULIA,9.273499,-75.2431182
SANTA BARBARA DE PINTO,9.4316572,-74.70475
BELEN DE UMBRIA,5.1898523,-75.86954117895098
NORCASIA,5.5758643,-74.8881645
AYAPEL,8.3116711,-75.1445022
BAHIA SOLANO,6.2245644,-77.4034389
PITAL,2.2574692499999998,-75.8339699166117
TANGUA,1.0945975,-77.3941006
FREDONIA,5.8761735999999996,-75.6915506750999
ALGECIRAS,2.5246661,-75.316688
CHIVOR,4.860095100000001,-73.35435288983632
MOMIL,9.2377862,-75.6763936
SAN ANDRES DE CUERQUIA,6.9073461,-75.65975672140348
YONDO,7.0044426,-73.9113922
SAN LUIS DE GACENO,4.8206297,-73.1678724
PESCA,5.5582793,-73.0514809
VILLANUEVA,6.6712394,-73.1753984
FRONTINO,6.70413775,-76.3347307076728
LA ESTRELLA,6.1576944,-75.6434368
CUMARIBO,4.4471495,-69.7975845
PIEDECUESTA,6.9874808,-73.0504129
ELIAS,2.0136193,-75.9392336
MAICAO,11.4048743,-72.31316022980582
PEREIRA,4.8143159,-75.6946778
BECERRIL,9.75308145,-73.24380167238729
RESTREPO,4.29449375,-73.59681596831888
SORA,5.5840043999999995,-73.43839890264834
ZIPAQUIRA,5.0234748,-74.0039818
RIOSUCIO,5.4209549,-75.7030623
SIMACOTA,6.682480549999999,-73.79169247714768
SOCORRO,6.470518,-73.2623187
GOMEZ PLATA,6.6815224,-75.2194104
EL TABLON DE GOMEZ,1.4011422,-76.99737796637305
CHIMA,6.3443969,-73.3727428
EL BANCO,9.0049173,-73.9738472
NUNCHIA,5.638081,-72.194668
COMBITA,5.69161685,-73.30914700739038
LANDAZURI,6.361973900000001,-73.7773019855766
TENJO,4.827453650000001,-74.15298508858267
TOLEDO,7.0072725,-75.71111495995895
LA TEBAIDA,4.4512175,-75.7887314
MISTRATO,5.29595,-75.8826506
PACORA,5.5272323,-75.4594449
SALDANA,3.9292831,-75.0148462
GUAYABETAL,4.2163422,-73.8153965
MARQUETALIA,5.2966038,-75.0546064
BALBOA,2.042096,-77.2157842
DAGUA,3.65186675,-76.72286276014654
SANTUARIO,5.0732065,-75.9624682
ANGOSTURA,6.8693472,-75.35301149467134
RISARALDA,5.2102948,-75.9842236
SUAITA,6.1257535999999995,-73.36271466241944
SABANAS DE SAN ANGEL,10.13217985,-74.25339987168041
SIMITI,7.9551827,-73.9449234
LA DORADA,5.4544379,-74.6633693
SALGAR,5.9631358,-75.9791386
FORTUL,6.7928481,-71.7743907
ROSAS,2.2621018,-76.7392875
CHITA,6.06537305,-72.43155745155386
CALDAS,5.3302514,-75.2873471
COPACABANA,6.3461047,-75.5080262
MANIZALES,5.0668907,-75.5066661
TAUSA,5.1949264500000005,-73.95630757362419
PUERTO NARE,6.14048685,-74.71090923338866
QUIMBAYA,4.6130979,-75.80234095839032
COGUA,5.10852035,-73.9599328011159
MANZANARES,5.253198,-75.1544544
JUNIN,1.33312,-78.1180313
PALMAS DEL SOCORRO,6.4066247,-73.287918
CEPITA,6.74590095,-72.92942881668318
ESPINAL,4.1503044,-74.8845895
GUAPOTA,6.3083058,-73.3212326
CIENAGA,7.3500275,-73.8950238
EL CARMEN DE CHUCURI,6.6986924,-73.5115695
ZARAGOZA,7.4925154,-74.8682314
SAN PABLO DE BORBUR,5.6577541,-74.0625068
SALAMINA,5.4079215,-75.4880202
SALAZAR,7.7849895,-72.8446027746108
FRANCISCO PIZARRO,2.08605775,-78.59819256677281
PASCA,4.29722035,-74.27788845286062
EL PINON,5.7731213,-76.2447276
MATANZA,7.3230808,-73.0155679
BARAYA,3.3108745,-74.8843549
SOGAMOSO,5.7148307,-72.9279328
MOLAGAVITA,6.6361117499999995,-72.82142609018902
SONSON,5.6971281000000005,-75.31422224582037
GUARANDA,8.392952950000002,-74.80011745100063
LA VICTORIA,5.5152589,-74.23548917208618
TIQUISIO,8.48191435,-74.28364106210539
CHIPATA,6.0624774,-73.6372532
CHIGORODO,7.6129384,-76.63842602303447
ICONONZO,4.1776149,-74.5330517
CHITAGA,7.1381899,-72.6647954
SANTA ISABEL,4.714425,-75.098832
MACEO,6.5535012,-74.7877474
MOCOA,1.1466295,-76.6482327
BUCARASICA,8.0649425,-72.9391079
PASTO,1.2140275,-77.2785096
LA ARGENTINA,2.1860618499999998,-76.01276506104725
